kapulal	kapulal	'caporal'	100.0%
pākā'in	pak'a:tin	'remember'	78.6%
ʃrujnāsithin	shruyna:/	'buy'	0.0%
tʃrāni	tra:ni	'that.SG.SEC'	100.0%
'injanā'in	'ama'	'3SG.NOM'	0.0%
.	.	[punc]	100.0%
'ohom	'ohom	'NEG'	100.0%
'aman	'aman	'3PL.NOM'	100.0%
jēt'iw	ye:t'	'one'	100.0%
t`aqinhin	tawin	'to become morning'	70.0%
'injāna'	'ama'	'3SG.NOM'	0.0%
,	,	[punc]	100.0%
tsu'pa'	zhu'ba'	'a part'	100.0%
t`aqinhin	tawin	'to become morning'	70.0%
tsanum	canum	'immediately'	100.0%
,	,	[punc]	100.0%
jow	yo:w	'go home'	100.0%
tsu'pa'	zhu'ba'	'a part'	100.0%
tik'naw	dik'e:n	'stay behind'	70.0%
.	.	[punc]	100.0%
tumas	dama	'make suffocate'	25.0%
wa'	wa'	'far away'	100.0%
k`ew	kew	'this.SG.LOC'	100.0%
qajinhin	xaya:	'place, put'	25.0%
jow	yo:w	'go home'	100.0%
tsu'pa'	zhu'ba'	'a part'	100.0%
wa'	wa'	'far away'	100.0%
paluw	baluw	'downhill, west'	100.0%
.	.	[punc]	100.0%
tumas	dama	'make suffocate'	25.0%
mani'	mani'	'much, many'	100.0%
'amin	'amin	'3SG.GEN'	100.0%
kawāju'	gawa:yu'	'horse'	100.0%
jow	yo:w	'go home'	100.0%
'amin	'amin	'3SG.GEN'	100.0%
p'a'an	p'a'an	'world'	100.0%
.	.	[punc]	100.0%
tsu'pa'	zhu'ba'	'a part'	100.0%
k`isin	kisin	'this.PL.NOM'	100.0%
jok`ots'	yokoc'	'person, people'	100.0%
'ohom	'ohom	'NEG'	100.0%
'aman	'aman	'3PL.NOM'	100.0%
'insinqo'	'insinxo	'like'	81.2%
tumas	dama	'make suffocate'	25.0%
me'itsi	me'zhi'	'because'	50.0%
'aman	'aman	'3PL.NOM'	100.0%
wijā'an	wa:'al	'breakfast'	10.0%
k'iqum	k'inim	'acorn'	40.0%
.	.	[punc]	100.0%
